1/10/2014	SG301	06:35	09:25	10
1/10/2014	SG305	08:30	11:20	10
1/10/2014	SG315	17:05	19:55	10
1/10/2014	SG309	19:15	22:05	10
1/10/2014	SG219	17:55	22:20	10
2/10/2014	SG301	06:35	09:25	10
2/10/2014	SG305	08:30	11:20	10
2/10/2014	SG315	17:05	19:55	10
2/10/2014	SG309	19:15	22:05	10
3/10/2014	SG301	06:35	09:25	10
3/10/2014	SG305	08:30	11:20	10
3/10/2014	SG315	17:05	19:55	10
3/10/2014	SG309	19:15	22:05	10
3/10/2014	SG219	17:55	22:20	10
4/10/2014	SG301	06:35	09:25	10
4/10/2014	SG305	08:30	11:20	10
4/10/2014	SG315	17:05	19:55	10
4/10/2014	SG309	19:15	22:05	10
5/10/2014	SG301	06:35	09:25	10
5/10/2014	SG305	08:30	11:20	10
5/10/2014	SG315	17:05	19:55	10
5/10/2014	SG309	19:15	22:05	10
5/10/2014	SG219	17:55	22:20	10
6/10/2014	SG301	06:35	09:25	10
6/10/2014	SG305	08:30	11:20	10
6/10/2014	SG315	17:05	19:55	10
6/10/2014	SG309	19:15	22:05	10
7/10/2014	SG301	06:35	09:25	10
7/10/2014	SG305	08:30	11:20	10
7/10/2014	SG315	17:05	19:55	10
7/10/2014	SG309	19:15	22:05	10
8/10/2014	SG301	06:35	09:25	10
8/10/2014	SG305	08:30	11:20	10	
8/10/2014	SG315	17:05	19:55	10
8/10/2014	SG309	19:15	22:05	10
8/10/2014	SG219	17:55	22:20	10
9/10/2014	SG301	06:35	09:25	10
9/10/2014	SG305	08:30	11:20	10
9/10/2014	SG315	17:05	19:55	10
9/10/2014	SG309	19:15	22:05	10
10/10/2014	SG301	06:35	09:25	10
10/10/2014	SG305	08:30	11:20	10
10/10/2014	SG315	17:05	19:55	10
10/10/2014	SG309	19:15	22:05	10
10/10/2014	SG219	17:55	22:20	10
11/10/2014	SG301	06:35	09:25	10
11/10/2014	SG305	08:30	11:20	10
11/10/2014	SG315	17:05	19:55	10
11/10/2014	SG309	19:15	22:05	10
12/10/2014	SG301	06:35	09:25	10
12/10/2014	SG305	08:30	11:20	10
12/10/2014	SG315	17:05	19:55	10
12/10/2014	SG309	19:15	22:05	10
12/10/2014	SG219	17:55	22:20	10
13/10/2014	SG301	06:35	09:25	10
13/10/2014	SG305	08:30	11:20	10
13/10/2014	SG315	17:05	19:55	10
13/10/2014	SG309	19:15	22:05	10
14/10/2014	SG301	06:35	09:25	10
14/10/2014	SG305	08:30	11:20	10
14/10/2014	SG315	17:05	19:55	10	
14/10/2014	SG309	19:15	22:05	10
15/10/2014	SG301	06:35	09:25	10
15/10/2014	SG305	08:30	11:20	10
15/10/2014	SG315	17:05	19:55	10
15/10/2014	SG309	19:15	22:05	10
15/10/2014	SG219	17:55	22:20	10
16/10/2014	SG301	06:35	09:25	10
16/10/2014	SG305	08:30	11:20	10
16/10/2014	SG315	17:05	19:55	10
16/10/2014	SG309	19:15	22:05	10
17/10/2014	SG301	06:35	09:25	10
17/10/2014	SG305	08:30	11:20	10
17/10/2014	SG315	17:05	19:55	10
17/10/2014	SG309	19:15	22:05	10
17/10/2014	SG219	17:55	22:20	10
18/10/2014	SG301	06:35	09:25	10
18/10/2014	SG305	08:30	11:20	10
18/10/2014	SG315	17:05	19:55	10
18/10/2014	SG309	19:15	22:05	10
19/10/2014	SG301	06:35	09:25	10
19/10/2014	SG305	08:30	11:20	10
19/10/2014	SG315	17:05	19:55	10
19/10/2014	SG309	19:15	22:05	10
19/10/2014	SG219	17:55	22:20	10
20/10/2014	SG301	06:35	09:25	10
20/10/2014	SG305	08:30	11:20	10
20/10/2014	SG315	17:05	19:55	10
20/10/2014	SG309	19:15	22:05	10
21/10/2014	SG301	06:35	09:25	10
21/10/2014	SG305	08:30	11:20	10
21/10/2014	SG315	17:05	19:55	10
21/10/2014	SG309	19:15	22:05	10
22/10/2014	SG301	06:35	09:25	10
22/10/2014	SG305	08:30	11:20	10
22/10/2014	SG315	17:05	19:55	10
22/10/2014	SG309	19:15	22:05	10
22/10/2014	SG219	17:55	22:20	10
23/10/2014	SG301	06:35	09:25	10
23/10/2014	SG305	08:30	11:20	10
23/10/2014	SG315	17:05	19:55	10
23/10/2014	SG309	19:15	22:05	10
24/10/2014	SG301	06:35	09:25	10
24/10/2014	SG305	08:30	11:20	10
24/10/2014	SG315	17:05	19:55	10
24/10/2014	SG309	19:15	22:05	10
24/10/2014	SG219	17:55	22:20	10
25/10/2014	SG301	06:35	09:25	10
25/10/2014	SG305	08:30	11:20	10
25/10/2014	SG315	17:05	19:55	10
25/10/2014	SG309	19:15	22:05	10
