1/10/2014	SG152	07:35 	09:15	10
1/10/2014	SG524	15:45 	17:25	10
1/10/2014	SG341	17:15 	18:55	10
1/10/2014	SG443	18:55 	20:40	10
1/10/2014	SG443	19:25 	21:05	10
2/10/2014	SG152	07:35 	09:15	10
2/10/2014	SG524	15:45 	17:25	10
2/10/2014	SG341	17:15 	18:55	10
2/10/2014	SG443	18:55 	20:40	10
2/10/2014	SG443	19:25 	21:05	10
3/10/2014	SG152	07:35 	09:15	10
3/10/2014	SG524	15:45 	17:25	10
3/10/2014	SG341	17:15 	18:55	10
3/10/2014	SG443	18:55 	20:40	10
3/10/2014	SG443	19:25 	21:05	10
4/10/2014	SG152	07:35 	09:15	10
4/10/2014	SG524	15:45 	17:25	10
4/10/2014	SG341	17:15 	18:55	10
4/10/2014	SG443	18:55 	20:40	10
4/10/2014	SG443	19:25 	21:05	10
5/10/2014	SG152	07:35 	09:15	10
5/10/2014	SG524	15:45 	17:25	10
5/10/2014	SG341	17:15 	18:55	10
5/10/2014	SG443	18:55 	20:40	10
5/10/2014	SG443	19:25 	21:05	10
6/10/2014	SG152	07:35 	09:15	10
6/10/2014	SG524	15:45 	17:25	10
6/10/2014	SG341	17:15 	18:55	10
6/10/2014	SG443	18:55 	20:40	10
6/10/2014	SG443	19:25 	21:05	10
7/10/2014	SG152	07:35 	09:15	10
7/10/2014	SG524	15:45 	17:25	10
7/10/2014	SG341	17:15 	18:55	10
7/10/2014	SG443	18:55 	20:40	10
7/10/2014	SG443	19:25 	21:05	10
8/10/2014	SG152	07:35 	09:15	10
8/10/2014	SG524	15:45 	17:25	10
8/10/2014	SG341	17:15 	18:55	10
8/10/2014	SG443	18:55 	20:40	10
8/10/2014	SG443	19:25 	21:05	10
9/10/2014	SG152	07:35 	09:15	10
9/10/2014	SG524	15:45 	17:25	10
9/10/2014	SG341	17:15 	18:55	10
9/10/2014	SG443	18:55 	20:40	10
9/10/2014	SG443	19:25 	21:05	10
10/10/2014	SG152	07:35 	09:15	10
10/10/2014	SG524	15:45 	17:25	10
10/10/2014	SG341	17:15 	18:55	10
10/10/2014	SG443	18:55 	20:40	10
10/10/2014	SG443	19:25 	21:05	10
11/10/2014	SG152	07:35 	09:15	10
11/10/2014	SG524	15:45 	17:25	10
11/10/2014	SG341	17:15 	18:55	10
11/10/2014	SG443	18:55 	20:40	10
11/10/2014	SG443	19:25 	21:05	10
12/10/2014	SG152	07:35 	09:15	10
12/10/2014	SG524	15:45 	17:25	10
12/10/2014	SG341	17:15 	18:55	10
12/10/2014	SG443	18:55 	20:40	10
12/10/2014	SG443	19:25 	21:05	10
13/10/2014	SG152	07:35 	09:15	10
13/10/2014	SG524	15:45 	17:25	10
13/10/2014	SG341	17:15 	18:55	10
13/10/2014	SG443	18:55 	20:40	10
13/10/2014	SG443	19:25 	21:05	10
14/10/2014	SG152	07:35 	09:15	10
14/10/2014	SG524	15:45 	17:25	10
14/10/2014	SG341	17:15 	18:55	10
14/10/2014	SG443	18:55 	20:40	10
14/10/2014	SG443	19:25 	21:05	10
15/10/2014	SG152	07:35 	09:15	10
15/10/2014	SG524	15:45 	17:25	10
15/10/2014	SG341	17:15 	18:55	10
15/10/2014	SG443	18:55 	20:40	10
15/10/2014	SG443	19:25 	21:05	10
16/10/2014	SG152	07:35 	09:15	10
16/10/2014	SG524	15:45 	17:25	10
16/10/2014	SG341	17:15 	18:55	10
16/10/2014	SG443	18:55 	20:40	10
16/10/2014	SG443	19:25 	21:05	10
17/10/2014	SG152	07:35 	09:15	10
17/10/2014	SG524	15:45 	17:25	10
17/10/2014	SG341	17:15 	18:55	10
17/10/2014	SG443	18:55 	20:40	10
17/10/2014	SG443	19:25 	21:05	10
18/10/2014	SG152	07:35 	09:15	10
18/10/2014	SG524	15:45 	17:25	10
18/10/2014	SG341	17:15 	18:55	10
18/10/2014	SG443	18:55 	20:40	10
18/10/2014	SG443	19:25 	21:05	10
19/10/2014	SG152	07:35 	09:15	10
19/10/2014	SG524	15:45 	17:25	10
19/10/2014	SG341	17:15 	18:55	10
19/10/2014	SG443	18:55 	20:40	10
19/10/2014	SG443	19:25 	21:05	10
20/10/2014	SG152	07:35 	09:15	10
20/10/2014	SG524	15:45 	17:25	10
20/10/2014	SG341	17:15 	18:55	10
20/10/2014	SG443	18:55 	20:40	10
20/10/2014	SG443	19:25 	21:05	10
21/10/2014	SG152	07:35 	09:15	10
21/10/2014	SG524	15:45 	17:25	10
21/10/2014	SG341	17:15 	18:55	10
21/10/2014	SG443	18:55 	20:40	10
21/10/2014	SG443	19:25 	21:05	10
22/10/2014	SG152	07:35 	09:15	10
22/10/2014	SG524	15:45 	17:25	10
22/10/2014	SG341	17:15 	18:55	10
22/10/2014	SG443	18:55 	20:40	10
22/10/2014	SG443	19:25 	21:05	10
23/10/2014	SG152	07:35 	09:15	10
23/10/2014	SG524	15:45 	17:25	10
23/10/2014	SG341	17:15 	18:55	10
23/10/2014	SG443	18:55 	20:40	10
23/10/2014	SG443	19:25 	21:05	10
24/10/2014	SG152	07:35 	09:15	10
24/10/2014	SG524	15:45 	17:25	10
24/10/2014	SG341	17:15 	18:55	10
24/10/2014	SG443	18:55 	20:40	10
24/10/2014	SG443	19:25 	21:05	10
25/10/2014	SG152	07:35 	09:15	10
25/10/2014	SG524	15:45 	17:25	10
25/10/2014	SG341	17:15 	18:55	10
25/10/2014	SG443	18:55 	20:40	10
25/10/2014	SG443	19:25 	21:05	10
