1/10/2014	SG401	05:20 	06:40	10
1/10/2014	SG407	19:50	21:10	10
2/10/2014	SG401	05:20 	06:40	10
2/10/2014	SG407	19:50	21:10	10
3/10/2014	SG401	05:20 	06:40	10
3/10/2014	SG407	19:50	21:10	10
4/10/2014	SG401	05:20 	06:40	10
4/10/2014	SG407	19:50	21:10	10
5/10/2014	SG401	05:20 	06:40	10
5/10/2014	SG407	19:50	21:10	10
6/10/2014	SG401	05:20 	06:40	10
6/10/2014	SG407	19:50	21:10	10
7/10/2014	SG401	05:20 	06:40	10
7/10/2014	SG407	19:50	21:10	10
8/10/2014	SG401	05:20 	06:40	10
8/10/2014	SG407	19:50	21:10	10
9/10/2014	SG401	05:20 	06:40	10
9/10/2014	SG407	19:50	21:10	10
10/10/2014	SG401	05:20 	06:40	10
10/10/2014	SG407	19:50	21:10	10
11/10/2014	SG401	05:20 	06:40	10
11/10/2014	SG407	19:50	21:10	10
12/10/2014	SG401	05:20 	06:40	10
12/10/2014	SG407	19:50	21:10	10
13/10/2014	SG401	05:20 	06:40	10
13/10/2014	SG407	19:50	21:10	10
14/10/2014	SG401	05:20 	06:40	10
14/10/2014	SG407	19:50	21:10	10
15/10/2014	SG401	05:20 	06:40	10
15/10/2014	SG407	19:50	21:10	10
16/10/2014	SG401	05:20 	06:40	10
16/10/2014	SG407	19:50	21:10	10
17/10/2014	SG401	05:20 	06:40	10
17/10/2014	SG407	19:50	21:10	10
18/10/2014	SG401	05:20 	06:40	10
18/10/2014	SG407	19:50	21:10	10
19/10/2014	SG401	05:20 	06:40	10
19/10/2014	SG407	19:50	21:10	10
20/10/2014	SG401	05:20 	06:40	10
20/10/2014	SG407	19:50	21:10	10
21/10/2014	SG401	05:20 	06:40	10
21/10/2014	SG407	19:50	21:10	10
22/10/2014	SG401	05:20 	06:40	10
22/10/2014	SG407	19:50	21:10	10
23/10/2014	SG401	05:20 	06:40	10
23/10/2014	SG407	19:50	21:10	10
24/10/2014	SG401	05:20 	06:40	10
24/10/2014	SG407	19:50	21:10	10
25/10/2014	SG401	05:20 	06:40	10
25/10/2014	SG407	19:50	21:10	10
