1/10/2014	MI5861	23:50	06:35	15
2/10/2014	MI487	23:50	06:35	15
3/10/2014	MI5861	23:50	06:35	15
4/10/2014	MI5861	23:50	06:35	15
5/10/2014	MI487	23:50	06:35	15
6/10/2014	MI5861	23:50	06:35	15
7/10/2014	MI487	23:50	06:35	15
8/10/2014	MI5861	23:50	06:35	15
9/10/2014	MI487	23:50	06:35	15
10/10/2014	MI5861	23:50	06:35	15
11/10/2014	MI5861	23:50	06:35	15
12/10/2014	MI487	23:50	06:35	15
13/10/2014	MI5861	23:50	06:35	15
14/10/2014	MI487	23:50	06:35	15
15/10/2014	MI5861	23:50	06:35	15
16/10/2014	MI487	23:50	06:35	15
17/10/2014	MI5861	23:50	06:35	15
18/10/2014	MI5861	23:50	06:35	15
19/10/2014	MI487	23:50	06:35	15
20/10/2014	MI5861	23:50	06:35	15
21/10/2014	MI487	23:50	06:35	15
22/10/2014	MI5861	23:50	06:35	15
23/10/2014	MI487	23:50	06:35	15
24/10/2014	MI5861	23:50	06:35	15
25/10/2014	MI5861	23:50	06:35	15
